,Word,e,t,a,o,i,th,he,in,er,an,Frequency
1589,rigor,0,0,0,1,1,0,0,0,0,0,1.975956e-06
1590,rinse,1,0,0,0,1,0,0,1,0,0,2.34205e-06
1591,ripen,1,0,0,0,1,0,0,0,0,0,6.120288e-07
1592,riper,1,0,0,0,1,0,0,0,1,0,1.874004e-07
1593,risen,1,0,0,0,1,0,0,0,0,0,9.110026e-06
1594,riser,1,0,0,0,1,0,0,0,1,0,6.537878e-07
1595,risky,0,0,0,0,1,0,0,0,0,0,6.846318000000001e-06
1596,rival,0,0,1,0,1,0,0,0,0,0,9.911916000000001e-06
1597,river,1,0,0,0,1,0,0,0,1,0,9.457312e-05
1598,rivet,1,1,0,0,1,0,0,0,0,0,5.092374000000001e-07
1599,roach,0,0,1,1,0,0,0,0,0,0,1.19625e-06
1600,roast,0,1,1,1,0,0,0,0,0,0,5.0190420000000005e-06
1601,robin,0,0,0,1,1,0,0,1,0,0,1.075388e-05
1602,robot,0,1,0,2,0,0,0,0,0,0,1.0292994e-05
1603,rocky,0,0,0,1,0,0,0,0,0,0,1.0073332000000001e-05
1604,rodeo,1,0,0,2,0,0,0,0,0,0,1.498148e-06
1605,roger,1,0,0,1,0,0,0,0,1,0,1.580668e-05
1606,rogue,1,0,0,1,0,0,0,0,0,0,3.695584e-06
1607,roomy,0,0,0,2,0,0,0,0,0,0,4.4344219999999994e-07
1608,roost,0,1,0,2,0,0,0,0,0,0,8.184016000000001e-07
1609,rotor,0,1,0,2,0,0,0,0,0,0,3.8040520000000005e-06
1610,rouge,1,0,0,1,0,0,0,0,0,0,3.0972699999999996e-06
1611,rough,0,0,0,1,0,0,0,0,0,0,2.571588e-05
1612,round,0,0,0,1,0,0,0,0,0,0,9.37726e-05
1613,rouse,1,0,0,1,0,0,0,0,0,0,2.27501e-06
1614,route,1,1,0,1,0,0,0,0,0,0,3.2866119999999995e-05
1615,rover,1,0,0,1,0,0,0,0,1,0,2.4343619999999997e-06
1616,rowdy,0,0,0,1,0,0,0,0,0,0,1.248434e-06
1617,rower,1,0,0,1,0,0,0,0,1,0,1.646084e-07
1618,royal,0,0,1,1,0,0,0,0,0,0,5.1411060000000004e-05
1619,ruddy,0,0,0,0,0,0,0,0,0,0,1.6385120000000002e-06
1620,ruder,1,0,0,0,0,0,0,0,1,0,1.71637e-07
1621,rugby,0,0,0,0,0,0,0,0,0,0,2.8315120000000002e-06
1622,ruler,1,0,0,0,0,0,0,0,1,0,1.141374e-05
1623,rumba,0,0,1,0,0,0,0,0,0,0,1.812032e-07
1624,rumor,0,0,0,1,0,0,0,0,0,0,3.167128e-06
1625,rupee,2,0,0,0,0,0,0,0,0,0,5.229967999999999e-07
1626,rural,0,0,1,0,0,0,0,0,0,0,3.9721520000000004e-05
1627,rusty,0,1,0,0,0,0,0,0,0,0,4.389946e-06
1628,sadly,0,0,1,0,0,0,0,0,0,0,9.628452000000001e-06
1629,safer,1,0,1,0,0,0,0,0,1,0,7.3053959999999994e-06
1630,saint,0,1,1,0,1,0,0,1,0,0,2.562898e-05
1631,salad,0,0,2,0,0,0,0,0,0,0,1.0547172000000001e-05
1632,sally,0,0,1,0,0,0,0,0,0,0,1.062087e-05
1633,salon,0,0,1,1,0,0,0,0,0,0,3.841568e-06
1634,salsa,0,0,2,0,0,0,0,0,0,0,1.7680580000000004e-06
1635,salty,0,1,1,0,0,0,0,0,0,0,2.842772e-06
1636,salve,1,0,1,0,0,0,0,0,0,0,9.017162e-07
1637,salvo,0,0,1,1,0,0,0,0,0,0,6.204664e-07
1638,sandy,0,0,1,0,0,0,0,0,0,1,1.1076119999999999e-05
1639,saner,1,0,1,0,0,0,0,0,1,1,1.8744880000000002e-07
1640,sappy,0,0,1,0,0,0,0,0,0,0,2.596862e-07
1641,sassy,0,0,1,0,0,0,0,0,0,0,7.229370000000001e-07
1642,satin,0,1,1,0,1,0,0,1,0,0,3.2106699999999996e-06
1643,satyr,0,1,1,0,0,0,0,0,0,0,4.89088e-07
1644,sauce,1,0,1,0,0,0,0,0,0,0,1.4959740000000001e-05
1645,saucy,0,0,1,0,0,0,0,0,0,0,6.932687999999999e-07
1646,sauna,0,0,2,0,0,0,0,0,0,0,7.063816000000001e-07
1647,saute,1,1,1,0,0,0,0,0,0,0,1.0591468000000001e-07
1648,savor,0,0,1,1,0,0,0,0,0,0,1.28431e-06
1649,savoy,0,0,1,1,0,0,0,0,0,0,1.257392e-06
1650,savvy,0,0,1,0,0,0,0,0,0,0,2.09843e-06
1651,scald,0,0,1,0,0,0,0,0,0,0,2.44763e-07
1652,scale,1,0,1,0,0,0,0,0,0,0,8.252088000000001e-05
1653,scalp,0,0,1,0,0,0,0,0,0,0,4.130116e-06
1654,scaly,0,0,1,0,0,0,0,0,0,0,8.220850000000002e-07
1655,scamp,0,0,1,0,0,0,0,0,0,0,3.188158e-07
1656,scant,0,1,1,0,0,0,0,0,0,1,2.6677979999999996e-06
1657,scare,1,0,1,0,0,0,0,0,0,0,5.667022e-06
1658,scarf,0,0,1,0,0,0,0,0,0,0,4.2326840000000006e-06
1659,scary,0,0,1,0,0,0,0,0,0,0,5.724252e-06
1660,scene,2,0,0,0,0,0,0,0,0,0,6.300606e-05
1661,scent,1,1,0,0,0,0,0,0,0,0,1.45058e-05
1662,scion,0,0,0,1,1,0,0,0,0,0,5.979290000000001e-07
1663,scoff,0,0,0,1,0,0,0,0,0,0,5.857041999999999e-07
1664,scold,0,0,0,1,0,0,0,0,0,0,1.1376898e-06
1665,scone,1,0,0,1,0,0,0,0,0,0,3.910542e-07
1666,scoop,0,0,0,2,0,0,0,0,0,0,2.8172059999999996e-06
1667,scope,1,0,0,1,0,0,0,0,0,0,3.4415240000000005e-05
1668,score,1,0,0,1,0,0,0,0,0,0,3.140676e-05
1669,scorn,0,0,0,1,0,0,0,0,0,0,3.7863999999999994e-06
1670,scour,0,0,0,1,0,0,0,0,0,0,8.942193999999999e-07
1671,scout,0,1,0,1,0,0,0,0,0,0,4.730444e-06
1672,scowl,0,0,0,1,0,0,0,0,0,0,2.4087179999999996e-06
1673,scram,0,0,1,0,0,0,0,0,0,0,3.19528e-07
1674,scrap,0,0,1,0,0,0,0,0,0,0,4.415172e-06
1675,scree,2,0,0,0,0,0,0,0,0,0,3.4323880000000004e-07
1676,screw,1,0,0,0,0,0,0,0,0,0,7.77578e-06
1677,scrub,0,0,0,0,0,0,0,0,0,0,3.165046e-06
1678,scrum,0,0,0,0,0,0,0,0,0,0,1.1539364e-06
1679,scuba,0,0,1,0,0,0,0,0,0,0,7.682154e-07
1680,sedan,1,0,1,0,0,0,0,0,0,1,1.91692e-06
1681,seedy,2,0,0,0,0,0,0,0,0,0,6.52635e-07
1682,segue,2,0,0,0,0,0,0,0,0,0,2.994798e-07
1683,seize,2,0,0,0,1,0,0,0,0,0,6.1386e-06
1684,semen,2,0,0,0,0,0,0,0,0,0,2.141242e-06
1685,sense,2,0,0,0,0,0,0,0,0,0,0.0002067476
1686,sepia,1,0,1,0,1,0,0,0,0,0,4.176734e-07
1687,serif,1,0,0,0,1,0,0,0,1,0,2.97927e-07
1688,serum,1,0,0,0,0,0,0,0,1,0,1.2141159999999999e-05
1689,serve,2,0,0,0,0,0,0,0,1,0,6.585054e-05
1690,setup,1,1,0,0,0,0,0,0,0,0,7.84372e-06
1691,seven,2,0,0,0,0,0,0,0,0,0,8.068808e-05
1692,sever,2,0,0,0,0,0,0,0,1,0,1.224274e-06
1693,sewer,2,0,0,0,0,0,0,0,1,0,1.90523e-06
1694,shack,0,0,1,0,0,0,0,0,0,0,2.478668e-06
1695,shade,1,0,1,0,0,0,0,0,0,0,1.405918e-05
1696,shady,0,0,1,0,0,0,0,0,0,0,2.49275e-06
1697,shaft,0,1,1,0,0,0,0,0,0,0,9.954926000000001e-06
1698,shake,1,0,1,0,0,0,0,0,0,0,2.1732e-05
1699,shaky,0,0,1,0,0,0,0,0,0,0,3.867618e-06
1700,shale,1,0,1,0,0,0,0,0,0,0,2.7609860000000004e-06
1701,shall,0,0,1,0,0,0,0,0,0,0,0.00025302040000000004
1702,shalt,0,1,1,0,0,0,0,0,0,0,9.08972e-06
1703,shame,1,0,1,0,0,0,0,0,0,0,2.4099940000000002e-05
1704,shank,0,0,1,0,0,0,0,0,0,1,7.872934000000001e-07
1705,shape,1,0,1,0,0,0,0,0,0,0,6.425162000000001e-05
1706,shard,0,0,1,0,0,0,0,0,0,0,8.570835999999999e-07
1707,share,1,0,1,0,0,0,0,0,0,0,9.595331999999999e-05
1708,shark,0,0,1,0,0,0,0,0,0,0,3.779554e-06
1709,sharp,0,0,1,0,0,0,0,0,0,0,4.04316e-05
1710,shave,1,0,1,0,0,0,0,0,0,0,2.27731e-06
1711,shawl,0,0,1,0,0,0,0,0,0,0,2.60439e-06
1712,shear,1,0,1,0,0,0,1,0,0,0,1.0598022e-05
1713,sheen,2,0,0,0,0,0,1,0,0,0,1.911644e-06
1714,sheep,2,0,0,0,0,0,1,0,0,0,1.891072e-05
1715,sheer,2,0,0,0,0,0,1,0,1,0,1.081744e-05
1716,sheet,2,1,0,0,0,0,1,0,0,0,3.0039440000000002e-05
1717,sheik,1,0,0,0,1,0,1,0,0,0,6.041332e-07
1718,shelf,1,0,0,0,0,0,1,0,0,0,1.1193639999999998e-05
1719,shell,1,0,0,0,0,0,1,0,0,0,2.040042e-05
1720,shied,1,0,0,0,1,0,0,0,0,0,6.744752000000001e-07
1721,shift,0,1,0,0,1,0,0,0,0,0,4.788596e-05
1722,shine,1,0,0,0,1,0,0,1,0,0,7.714616000000001e-06
1723,shiny,0,0,0,0,1,0,0,1,0,0,6.531302e-06
1724,shire,1,0,0,0,1,0,0,0,0,0,8.517304000000002e-07
1725,shirk,0,0,0,0,1,0,0,0,0,0,5.756838e-07
1726,shirt,0,1,0,0,1,0,0,0,0,0,3.785631999999999e-05
1727,shoal,0,0,1,1,0,0,0,0,0,0,6.679824e-07
1728,shock,0,0,0,1,0,0,0,0,0,0,3.53832e-05
1729,shone,1,0,0,1,0,0,0,0,0,0,8.174736000000002e-06
1730,shook,0,0,0,2,0,0,0,0,0,0,7.269082e-05
1731,shoot,0,1,0,2,0,0,0,0,0,0,1.9441540000000003e-05
1732,shore,1,0,0,1,0,0,0,0,0,0,2.205852e-05
1733,shorn,0,0,0,1,0,0,0,0,0,0,7.964856e-07
1734,short,0,1,0,1,0,0,0,0,0,0,0.0001699272
1735,shout,0,1,0,1,0,0,0,0,0,0,9.894846e-06
1736,shove,1,0,0,1,0,0,0,0,0,0,3.62589e-06
1737,shown,0,0,0,1,0,0,0,0,0,0,0.00013309480000000003
1738,showy,0,0,0,1,0,0,0,0,0,0,7.52857e-07
1739,shrew,1,0,0,0,0,0,0,0,0,0,6.747249999999999e-07
1740,shrub,0,0,0,0,0,0,0,0,0,0,1.552484e-06
1741,shrug,0,0,0,0,0,0,0,0,0,0,5.191166000000001e-06
1742,shuck,0,0,0,0,0,0,0,0,0,0,2.173064e-07
1743,shunt,0,1,0,0,0,0,0,0,0,0,2.0004e-06
1744,shush,0,0,0,0,0,0,0,0,0,0,4.920432e-07
1745,shyly,0,0,0,0,0,0,0,0,0,0,1.5543999999999999e-06
1746,siege,2,0,0,0,1,0,0,0,0,0,6.839466e-06
1747,sieve,2,0,0,0,1,0,0,0,0,0,1.7965159999999999e-06
1748,sight,0,1,0,0,1,0,0,0,0,0,6.38172e-05
1749,sigma,0,0,1,0,1,0,0,0,0,0,2.6622099999999995e-06
1750,silky,0,0,0,0,1,0,0,0,0,0,2.7380640000000004e-06
1751,silly,0,0,0,0,1,0,0,0,0,0,1.2805459999999999e-05
1752,since,1,0,0,0,1,0,0,1,0,0,0.0003521618
1753,sinew,1,0,0,0,1,0,0,1,0,0,5.222135999999999e-07
1754,singe,1,0,0,0,1,0,0,1,0,0,2.1927779999999998e-07
1755,siren,1,0,0,0,1,0,0,0,0,0,2.4407299999999998e-06
1756,sissy,0,0,0,0,1,0,0,0,0,0,1.0932344e-06
1757,sixth,0,1,0,0,1,1,0,0,0,0,1.61036e-05
1758,sixty,0,1,0,0,1,0,0,0,0,0,1.696034e-05
1759,skate,1,1,1,0,0,0,0,0,0,0,1.177418e-06
1760,skier,1,0,0,0,1,0,0,0,1,0,3.1049899999999995e-07
1761,skiff,0,0,0,0,1,0,0,0,0,0,7.425746e-07
1762,skill,0,0,0,0,1,0,0,0,0,0,2.8420799999999997e-05
1763,skimp,0,0,0,0,1,0,0,0,0,0,1.212372e-07
1764,skirt,0,1,0,0,1,0,0,0,0,0,1.0001470000000002e-05
1765,skulk,0,0,0,0,0,0,0,0,0,0,1.3709919999999999e-07
1766,skull,0,0,0,0,0,0,0,0,0,0,1.1637520000000001e-05
1767,skunk,0,0,0,0,0,0,0,0,0,0,8.843975999999999e-07
1768,slack,0,0,1,0,0,0,0,0,0,0,3.938492e-06
1769,slain,0,0,1,0,1,0,0,1,0,0,4.7599119999999994e-06
1770,slang,0,0,1,0,0,0,0,0,0,1,2.149088e-06
1771,slant,0,1,1,0,0,0,0,0,0,1,1.297766e-06
1772,slash,0,0,1,0,0,0,0,0,0,0,2.2909179999999996e-06
1773,slate,1,1,1,0,0,0,0,0,0,0,3.560934e-06
1774,sleek,2,0,0,0,0,0,0,0,0,0,2.68584e-06
1775,sleep,2,0,0,0,0,0,0,0,0,0,8.809076e-05
1776,sleet,2,1,0,0,0,0,0,0,0,0,6.829018e-07
1777,slept,1,1,0,0,0,0,0,0,0,0,1.864806e-05
1778,slice,1,0,0,0,1,0,0,0,0,0,8.749728e-06
1779,slick,0,0,0,0,1,0,0,0,0,0,4.025974000000001e-06
1780,slide,1,0,0,0,1,0,0,0,0,0,1.49906e-05
1781,slime,1,0,0,0,1,0,0,0,0,0,1.461256e-06
1782,slimy,0,0,0,0,1,0,0,0,0,0,1.247364e-06
1783,sling,0,0,0,0,1,0,0,1,0,0,2.218954e-06
1784,slink,0,0,0,0,1,0,0,1,0,0,3.9644879999999997e-07
1785,sloop,0,0,0,2,0,0,0,0,0,0,9.091228e-07
1786,slope,1,0,0,1,0,0,0,0,0,0,1.636128e-05
1787,slosh,0,0,0,1,0,0,0,0,0,0,1.7377520000000002e-07
1788,sloth,0,1,0,1,0,1,0,0,0,0,8.071266e-07
1789,slump,0,0,0,0,0,0,0,0,0,0,1.3717899999999999e-06
1790,slung,0,0,0,0,0,0,0,0,0,0,2.885554e-06
1791,slunk,0,0,0,0,0,0,0,0,0,0,6.766490000000001e-07
1792,slurp,0,0,0,0,0,0,0,0,0,0,2.607352e-07
1793,slush,0,0,0,0,0,0,0,0,0,0,5.930251999999999e-07
1794,slyly,0,0,0,0,0,0,0,0,0,0,7.681978e-07
1795,smack,0,0,1,0,0,0,0,0,0,0,2.471332e-06
1796,small,0,0,1,0,0,0,0,0,0,0,0.0003216436
1797,smart,0,1,1,0,0,0,0,0,0,0,3.256448e-05
1798,smash,0,0,1,0,0,0,0,0,0,0,2.7740380000000002e-06
1799,smear,1,0,1,0,0,0,0,0,0,0,2.323496e-06
1800,smell,1,0,0,0,0,0,0,0,0,0,2.9939439999999996e-05
1801,smelt,1,1,0,0,0,0,0,0,0,0,1.55889e-06
1802,smile,1,0,0,0,1,0,0,0,0,0,0.00010434256
1803,smirk,0,0,0,0,1,0,0,0,0,0,3.314276e-06
1804,smite,1,1,0,0,1,0,0,0,0,0,1.0147328e-06
1805,smith,0,1,0,0,1,1,0,0,0,0,5.8412679999999996e-05
1806,smock,0,0,0,1,0,0,0,0,0,0,6.466382e-07
1807,smoke,1,0,0,1,0,0,0,0,0,0,3.28003e-05
1808,smoky,0,0,0,1,0,0,0,0,0,0,2.6393419999999998e-06
1809,smote,1,1,0,1,0,0,0,0,0,0,1.976328e-06
1810,snack,0,0,1,0,0,0,0,0,0,0,3.9963860000000004e-06
1811,snail,0,0,1,0,1,0,0,0,0,0,1.7184939999999998e-06
1812,snake,1,0,1,0,0,0,0,0,0,0,1.11802e-05
1813,snaky,0,0,1,0,0,0,0,0,0,0,1.370934e-07
1814,snare,1,0,1,0,0,0,0,0,0,0,1.813148e-06
1815,snarl,0,0,1,0,0,0,0,0,0,0,1.491962e-06
1816,sneak,1,0,1,0,0,0,0,0,0,0,4.479848e-06
1817,sneer,2,0,0,0,0,0,0,0,1,0,1.9496059999999997e-06
1818,snide,1,0,0,0,1,0,0,0,0,0,4.2921619999999995e-07
1819,sniff,0,0,0,0,1,0,0,0,0,0,2.112416e-06
1820,snipe,1,0,0,0,1,0,0,0,0,0,4.0851200000000005e-07
1821,snoop,0,0,0,2,0,0,0,0,0,0,4.533274e-07
1822,snore,1,0,0,1,0,0,0,0,0,0,6.86051e-07
1823,snort,0,1,0,1,0,0,0,0,0,0,2.0907960000000003e-06
1824,snout,0,1,0,1,0,0,0,0,0,0,1.413942e-06
1825,snowy,0,0,0,1,0,0,0,0,0,0,2.64472e-06
1826,snuck,0,0,0,0,0,0,0,0,0,0,1.7264039999999998e-06
1827,snuff,0,0,0,0,0,0,0,0,0,0,1.418374e-06
1828,soapy,0,0,1,1,0,0,0,0,0,0,6.751977999999999e-07
1829,sober,1,0,0,1,0,0,0,0,1,0,5.962864e-06
1830,soggy,0,0,0,1,0,0,0,0,0,0,9.392799999999999e-07
1831,solar,0,0,1,1,0,0,0,0,0,0,2.172242e-05
1832,solid,0,0,0,1,1,0,0,0,0,0,4.5094000000000006e-05
1833,solve,1,0,0,1,0,0,0,0,0,0,2.4351439999999998e-05
1834,sonar,0,0,1,1,0,0,0,0,0,0,8.630942000000001e-07
1835,sonic,0,0,0,1,1,0,0,0,0,0,2.12357e-06
1836,sooth,0,1,0,2,0,1,0,0,0,0,5.169766e-07
1837,sooty,0,1,0,2,0,0,0,0,0,0,5.517996e-07
1838,sorry,0,0,0,1,0,0,0,0,0,0,7.638371999999999e-05
1839,sound,0,0,0,1,0,0,0,0,0,0,0.000128015
1840,south,0,1,0,1,0,1,0,0,0,0,0.0001485364
1841,sower,1,0,0,1,0,0,0,0,1,0,4.1379160000000004e-07
1842,space,1,0,1,0,0,0,0,0,0,0,0.0001713682
1843,spade,1,0,1,0,0,0,0,0,0,0,1.8603980000000002e-06
1844,spank,0,0,1,0,0,0,0,0,0,1,6.010008e-07
1845,spare,1,0,1,0,0,0,0,0,0,0,1.528534e-05
1846,spark,0,0,1,0,0,0,0,0,0,0,8.187444e-06
1847,spasm,0,0,1,0,0,0,0,0,0,0,1.732674e-06
1848,spawn,0,0,1,0,0,0,0,0,0,0,1.167788e-06
1849,speak,1,0,1,0,0,0,0,0,0,0,0.0001067002
1850,spear,1,0,1,0,0,0,0,0,0,0,6.900210000000001e-06
1851,speck,1,0,0,0,0,0,0,0,0,0,1.854064e-06
1852,speed,2,0,0,0,0,0,0,0,0,0,6.271041999999999e-05
1853,spell,1,0,0,0,0,0,0,0,0,0,1.427038e-05
1854,spelt,1,1,0,0,0,0,0,0,0,0,1.0245672000000001e-06
1855,spend,1,0,0,0,0,0,0,0,0,0,4.369188e-05
1856,spent,1,1,0,0,0,0,0,0,0,0,7.02283e-05
1857,sperm,1,0,0,0,0,0,0,0,1,0,5.756802e-06
1858,spice,1,0,0,0,1,0,0,0,0,0,3.998987999999999e-06
1859,spicy,0,0,0,0,1,0,0,0,0,0,3.1524560000000004e-06
1860,spied,1,0,0,0,1,0,0,0,0,0,2.0334079999999997e-06
1861,spiel,1,0,0,0,1,0,0,0,0,0,3.8629119999999996e-07
1862,spike,1,0,0,0,1,0,0,0,0,0,4.41273e-06
1863,spiky,0,0,0,0,1,0,0,0,0,0,7.528604000000001e-07
1864,spill,0,0,0,0,1,0,0,0,0,0,5.054578e-06
1865,spilt,0,1,0,0,1,0,0,0,0,0,7.112913999999999e-07
1866,spine,1,0,0,0,1,0,0,1,0,0,1.564424e-05
1867,spiny,0,0,0,0,1,0,0,1,0,0,5.48276e-07
1868,spire,1,0,0,0,1,0,0,0,0,0,1.14992e-06
1869,spite,1,1,0,0,1,0,0,0,0,0,2.294582e-05
1870,splat,0,1,1,0,0,0,0,0,0,0,2.558886e-07
1871,split,0,1,0,0,1,0,0,0,0,0,2.6318160000000002e-05
1872,spoil,0,0,0,1,1,0,0,0,0,0,4.2809579999999994e-06
1873,spoke,1,0,0,1,0,0,0,0,0,0,7.67222e-05
1874,spoof,0,0,0,2,0,0,0,0,0,0,2.8482660000000004e-07
1875,spook,0,0,0,2,0,0,0,0,0,0,6.244061999999999e-07
1876,spool,0,0,0,2,0,0,0,0,0,0,6.157726e-07
1877,spoon,0,0,0,2,0,0,0,0,0,0,7.538223999999999e-06
1878,spore,1,0,0,1,0,0,0,0,0,0,8.920885999999999e-07
1879,sport,0,1,0,1,0,0,0,0,0,0,2.5048659999999993e-05
1880,spout,0,1,0,1,0,0,0,0,0,0,9.115882e-07
1881,spray,0,0,1,0,0,0,0,0,0,0,9.669566e-06
1882,spree,2,0,0,0,0,0,0,0,0,0,8.952062e-07
1883,sprig,0,0,0,0,1,0,0,0,0,0,6.240212e-07
1884,spunk,0,0,0,0,0,0,0,0,0,0,3.826164e-07
1885,spurn,0,0,0,0,0,0,0,0,0,0,2.977028e-07
1886,spurt,0,1,0,0,0,0,0,0,0,0,9.787326e-07
1887,squad,0,0,1,0,0,0,0,0,0,0,6.1114920000000005e-06
1888,squat,0,1,1,0,0,0,0,0,0,0,2.43163e-06
1889,squib,0,0,0,0,1,0,0,0,0,0,1.0937346e-07
1890,stack,0,1,1,0,0,0,0,0,0,0,1.0189446e-05
1891,staff,0,1,1,0,0,0,0,0,0,0,7.54847e-05
1892,stage,1,1,1,0,0,0,0,0,0,0,0.0001021426
1893,staid,0,1,1,0,1,0,0,0,0,0,8.263488e-07
1894,stain,0,1,1,0,1,0,0,1,0,0,5.291407999999999e-06
1895,stair,0,1,1,0,1,0,0,0,0,0,2.49955e-06
1896,stake,1,1,1,0,0,0,0,0,0,0,1.13017e-05
1897,stale,1,1,1,0,0,0,0,0,0,0,2.71308e-06
1898,stalk,0,1,1,0,0,0,0,0,0,0,2.482726e-06
1899,stall,0,1,1,0,0,0,0,0,0,0,5.309028e-06
1900,stamp,0,1,1,0,0,0,0,0,0,0,6.17104e-06
1901,stand,0,1,1,0,0,0,0,0,0,1,9.126014e-05
1902,stank,0,1,1,0,0,0,0,0,0,1,6.144347999999999e-07
1903,stare,1,1,1,0,0,0,0,0,0,0,1.6138900000000002e-05
1904,stark,0,1,1,0,0,0,0,0,0,0,8.221996000000001e-06
1905,start,0,2,1,0,0,0,0,0,0,0,0.000135403
1906,stash,0,1,1,0,0,0,0,0,0,0,1.272896e-06
1907,state,1,2,1,0,0,0,0,0,0,0,0.0004491520000000001
1908,stave,1,1,1,0,0,0,0,0,0,0,1.0369296e-06
1909,stead,1,1,1,0,0,0,0,0,0,0,2.429294e-06
1910,steak,1,1,1,0,0,0,0,0,0,0,4.163376e-06
1911,steal,1,1,1,0,0,0,0,0,0,0,1.035626e-05
1912,steam,1,1,1,0,0,0,0,0,0,0,1.670068e-05
1913,steed,2,1,0,0,0,0,0,0,0,0,1.476788e-06
1914,steel,2,1,0,0,0,0,0,0,0,0,3.515576e-05
1915,steep,2,1,0,0,0,0,0,0,0,0,1.0249762e-05
1916,steer,2,1,0,0,0,0,0,0,1,0,4.2416219999999995e-06
1917,stein,1,1,0,0,1,0,0,1,0,0,5.125034e-06
1918,stern,1,1,0,0,0,0,0,0,1,0,1.2440220000000001e-05
1919,stick,0,1,0,0,1,0,0,0,0,0,2.80941e-05
1920,stiff,0,1,0,0,1,0,0,0,0,0,1.123804e-05
1921,still,0,1,0,0,1,0,0,0,0,0,0.000522323
1922,stilt,0,2,0,0,1,0,0,0,0,0,1.6249879999999997e-07
1923,sting,0,1,0,0,1,0,0,1,0,0,4.37337e-06
1924,stink,0,1,0,0,1,0,0,1,0,0,2.010512e-06
1925,stint,0,2,0,0,1,0,0,1,0,0,1.3565180000000001e-06
1926,stock,0,1,0,1,0,0,0,0,0,0,5.428052e-05
1927,stoic,0,1,0,1,1,0,0,0,0,0,2.6927499999999998e-06
1928,stoke,1,1,0,1,0,0,0,0,0,0,9.792712000000002e-07
1929,stole,1,1,0,1,0,0,0,0,0,0,8.510102e-06
1930,stomp,0,1,0,1,0,0,0,0,0,0,7.949276e-07
1931,stone,1,1,0,1,0,0,0,0,0,0,6.737876e-05
1932,stony,0,1,0,1,0,0,0,0,0,0,2.835022e-06
1933,stood,0,1,0,2,0,0,0,0,0,0,0.0001404476
1934,stool,0,1,0,2,0,0,0,0,0,0,7.820266e-06
1935,stoop,0,1,0,2,0,0,0,0,0,0,1.8800600000000002e-06
1936,store,1,1,0,1,0,0,0,0,0,0,5.0458480000000003e-05
1937,stork,0,1,0,1,0,0,0,0,0,0,7.079652e-07
1938,storm,0,1,0,1,0,0,0,0,0,0,2.8181019999999998e-05
1939,story,0,1,0,1,0,0,0,0,0,0,0.0001636616
1940,stout,0,2,0,1,0,0,0,0,0,0,5.078378e-06
1941,stove,1,1,0,1,0,0,0,0,0,0,7.315317999999999e-06
1942,strap,0,1,1,0,0,0,0,0,0,0,3.855976e-06
1943,straw,0,1,1,0,0,0,0,0,0,0,9.257032e-06
1944,stray,0,1,1,0,0,0,0,0,0,0,4.744684e-06
1945,strip,0,1,0,0,1,0,0,0,0,0,1.3579999999999999e-05
1946,strut,0,2,0,0,0,0,0,0,0,0,9.760281999999999e-07
1947,stuck,0,1,0,0,0,0,0,0,0,0,2.695448e-05
1948,study,0,1,0,0,0,0,0,0,0,0,0.00025894939999999994
1949,stuff,0,1,0,0,0,0,0,0,0,0,3.7930639999999995e-05
1950,stump,0,1,0,0,0,0,0,0,0,0,2.96429e-06
1951,stung,0,1,0,0,0,0,0,0,0,0,3.442224e-06
1952,stunk,0,1,0,0,0,0,0,0,0,0,1.6187379999999997e-07
1953,stunt,0,2,0,0,0,0,0,0,0,0,1.4894939999999997e-06
1954,style,1,1,0,0,0,0,0,0,0,0,6.498728000000001e-05
1955,suave,1,0,1,0,0,0,0,0,0,0,5.80038e-07
1956,sugar,0,0,1,0,0,0,0,0,0,0,3.672678e-05
1957,suing,0,0,0,0,1,0,0,1,0,0,6.99093e-07
1958,suite,1,1,0,0,1,0,0,0,0,0,1.0663368e-05
1959,sulky,0,0,0,0,0,0,0,0,0,0,6.917608e-07
1960,sully,0,0,0,0,0,0,0,0,0,0,1.296354e-06
1961,sumac,0,0,1,0,0,0,0,0,0,0,3.265566e-07
1962,sunny,0,0,0,0,0,0,0,0,0,0,7.32788e-06
1963,super,1,0,0,0,0,0,0,0,1,0,1.7772539999999996e-05
1964,surer,1,0,0,0,0,0,0,0,1,0,4.531796e-07
1965,surge,1,0,0,0,0,0,0,0,0,0,6.605296e-06
1966,surly,0,0,0,0,0,0,0,0,0,0,1.021374e-06
1967,sushi,0,0,0,0,1,0,0,0,0,0,1.1941241999999998e-06
1968,swami,0,0,1,0,1,0,0,0,0,0,1.4129859999999999e-06
1969,swamp,0,0,1,0,0,0,0,0,0,0,3.858654e-06
1970,swarm,0,0,1,0,0,0,0,0,0,0,3.819324e-06
1971,swash,0,0,1,0,0,0,0,0,0,0,1.4065020000000002e-07
1972,swath,0,1,1,0,0,1,0,0,0,0,8.008481999999999e-07
1973,swear,1,0,1,0,0,0,0,0,0,0,1.18474e-05
1974,sweat,1,1,1,0,0,0,0,0,0,0,1.619272e-05
1975,sweep,2,0,0,0,0,0,0,0,0,0,7.5364180000000005e-06
1976,sweet,2,1,0,0,0,0,0,0,0,0,5.17679e-05
1977,swell,1,0,0,0,0,0,0,0,0,0,4.82468e-06
1978,swept,1,1,0,0,0,0,0,0,0,0,1.661408e-05
1979,swift,0,1,0,0,1,0,0,0,0,0,1.182028e-05
